user,artid,artname,song
01b26e78036535e91f07634d54b804c82e2406ea,5403bf6e-bc1d-4e62-b31f-926a2bf66a14,boney m.,15
01b26e78036535e91f07634d54b804c82e2406ea,f491f5ad-0946-40a6-bab9-da319c3f3995,gene vincent,15
01b26e78036535e91f07634d54b804c82e2406ea,b5b89643-c488-4f39-a302-25cab31084a5,gil scott-heron,15
01b26e78036535e91f07634d54b804c82e2406ea,8d53ba6e-968c-4f72-9571-4a4f3ed4b3f0,pink,15
01b26e78036535e91f07634d54b804c82e2406ea,8cc8eb33-616e-4392-9fe5-28b1fd15adad,rex the dog,15
01b26e78036535e91f07634d54b804c82e2406ea,2c07a0d6-b71f-4530-8059-065137ee2a10,the seekers,15
01b26e78036535e91f07634d54b804c82e2406ea,309c62ba-7a22-4277-9f67-4a162526d18a,beck,14
01b26e78036535e91f07634d54b804c82e2406ea,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,johnny cash,14
01b26e78036535e91f07634d54b804c82e2406ea,1f9df192-a621-4f54-8850-2c5373b7eac9,ludwig van beethoven,14
01b26e78036535e91f07634d54b804c82e2406ea,c3161cf7-cab1-4409-9b1f-876561dd7716,michael nyman,14
01b26e78036535e91f07634d54b804c82e2406ea,16dad944-c492-43dd-88ed-e0b7ac520c40,burning spear,13
01b26e78036535e91f07634d54b804c82e2406ea,302ae60e-4c6f-444b-9a1f-8aa5f3aed57e,dub syndicate,13
01b26e78036535e91f07634d54b804c82e2406ea,79239441-bfd5-4981-a70c-55c3f15c1287,madonna,13
01b26e78036535e91f07634d54b804c82e2406ea,bc3d74c5-9328-4a1b-8014-3ecdb3dababe,nitin sawhney,13
01b26e78036535e91f07634d54b804c82e2406ea,231ff972-4e8e-4157-95e2-12f963cb478c,seasick steve,13
01b26e78036535e91f07634d54b804c82e2406ea,8682866a-4f7a-43f5-83b2-06eabd0f2d4c,alela diane,12
01b26e78036535e91f07634d54b804c82e2406ea,8ee00333-ec2c-439b-a619-ae160aca2a15,black uhuru,11
01b26e78036535e91f07634d54b804c82e2406ea,851827d6-ae31-4093-a166-1420cac610a4,the meters,11
01b26e78036535e91f07634d54b804c82e2406ea,79e92ede-a055-4736-916c-5f0c771f5922,mac davis,10
01b26e78036535e91f07634d54b804c82e2406ea,2ee4842a-4db7-4bee-ac72-c18777c1f176,ultramarine,10
01b26e78036535e91f07634d54b804c82e2406ea,64b94289-9474-4d43-8c93-918ccc1920d1,billy joel,9
01b26e78036535e91f07634d54b804c82e2406ea,4a4ee089-93b1-4470-af9a-6ff575d32704,the prodigy,9
01b26e78036535e91f07634d54b804c82e2406ea,57cb4257-9855-4a42-b1be-bfba1d9b520d,andy williams,8
01b26e78036535e91f07634d54b804c82e2406ea,486bfccd-e9d5-4d7e-96b1-b9bbc6218743,benny golson,8
01b26e78036535e91f07634d54b804c82e2406ea,ca39d50f-9885-420e-88d6-9c3f64038773,everlast,8
01b26e78036535e91f07634d54b804c82e2406ea,5ebff09b-5db9-4abc-b3dc-140fb6ff013d,dat politics,7
01b26e78036535e91f07634d54b804c82e2406ea,29d41248-81e5-4d3c-97b1-eb571de20b03,george hamilton iv,7
01b26e78036535e91f07634d54b804c82e2406ea,661e20c8-3d82-4da2-94a2-97d9e11691c0,john barry,7
01b26e78036535e91f07634d54b804c82e2406ea,4be50b22-988c-4b87-9191-44605190b562,keith hudson,7
01b26e78036535e91f07634d54b804c82e2406ea,e3e4e534-30cd-4979-bcc5-a75c49802f57,late of the pier,7
01b26e78036535e91f07634d54b804c82e2406ea,285e8d57-662b-4aa3-b2f9-74e0f4b40d08,pete philly & perquisite,7
01b26e78036535e91f07634d54b804c82e2406ea,87ac7e25-f278-47a0-b109-5eb131dc96b6,the skatalites,7
01b26e78036535e91f07634d54b804c82e2406ea,05c8a103-aa25-4274-8644-aa1ab408638f,the wombles,7
01b26e78036535e91f07634d54b804c82e2406ea,ffce4003-a756-46c0-b062-2e942de13d37,israel vibration,6
01b26e78036535e91f07634d54b804c82e2406ea,d59c4cda-11d9-48db-8bfe-b557ee602aed,billie holiday,5
01b26e78036535e91f07634d54b804c82e2406ea,5e6c760b-42e0-4df4-a221-0269355da00a,dean martin,5
01b26e78036535e91f07634d54b804c82e2406ea,e6e879c0-3d56-4f12-b3c5-3ce459661a8e,jeff buckley,5
01b26e78036535e91f07634d54b804c82e2406ea,f5aca88c-e3c1-4bc2-af33-68a9a9f7b56a,killing joke,5
01b26e78036535e91f07634d54b804c82e2406ea,6b49dc39-cb6f-465f-980b-bc17a271da34,kruder & dorfmeister,5
01b26e78036535e91f07634d54b804c82e2406ea,2e547c75-36c1-49d0-984e-b14498c936f0,ladyhawke,5
01b26e78036535e91f07634d54b804c82e2406ea,42c14c80-bd17-47e4-9bb2-a35897638c4d,the orb,5
01b26e78036535e91f07634d54b804c82e2406ea,d87e52c5-bb8d-4da8-b941-9f4928627dc8,abba,4
01b26e78036535e91f07634d54b804c82e2406ea,f03e25f3-c8e5-42db-b2c3-8cbc0bf878fd,art neville,4
01b26e78036535e91f07634d54b804c82e2406ea,559539bc-c1af-4c2a-acf6-3912f534cfb5,eddie dunstedter,4
01b26e78036535e91f07634d54b804c82e2406ea,f597eafc-4dc5-4bc4-a019-a5035a3c8502,nancy wilson,4
01b26e78036535e91f07634d54b804c82e2406ea,b2cc8903-0077-4bef-8454-ac5cef53d126,the ventures,4
01b26e78036535e91f07634d54b804c82e2406ea,e2547cbc-742d-4eb5-89c4-3b4daea476f1,tom baxter,4
01b26e78036535e91f07634d54b804c82e2406ea,58f23499-f263-4772-9b7a-2f6cd2fe428f,jimmy mcgriff,3
01b26e78036535e91f07634d54b804c82e2406ea,06f9c474-0547-40fc-be3d-1ae6ce38abd7,judy collins,3
01b26e78036535e91f07634d54b804c82e2406ea,c8bd802a-6e4a-41a4-95fa-2c1ee33f65a5,lou rawls,3
01b26e78036535e91f07634d54b804c82e2406ea,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,michael bolton,3
01b26e78036535e91f07634d54b804c82e2406ea,ea5883b7-68ce-48b3-b115-61746ea53b8c,my morning jacket,3
01b26e78036535e91f07634d54b804c82e2406ea,917bc621-ad02-477d-9308-a0304c5f9727,noah and the whale,3
01b26e78036535e91f07634d54b804c82e2406ea,b9bc39a4-d69c-4be7-83a7-7667c8995fb2,port o'brien,3
01b26e78036535e91f07634d54b804c82e2406ea,78e46ae5-9bfd-433b-be3f-19e993d67ecc,rufus wainwright,3
01b26e78036535e91f07634d54b804c82e2406ea,e3ed2c87-1f67-4982-b2c0-27370f0d8ae4,smokey robinson and the miracles,3
01b26e78036535e91f07634d54b804c82e2406ea,5ec8e1d2-0269-4b31-8a08-a9c77d37ffd5,the acorn,3
01b26e78036535e91f07634d54b804c82e2406ea,5464e20c-7dcb-4a3e-9b25-13bb959fadc9,the neville brothers,3
01b26e78036535e91f07634d54b804c82e2406ea,8546949d-f46c-45ab-8391-85b26dda6b65,tim buckley,3
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,280ddd36-ac7d-4446-8689-a548d6f3458e,keb mo,100
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,a702331c-88dc-4bb5-bd5e-85fa47c8f86c,kelley hunt,56
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,78e46ae5-9bfd-433b-be3f-19e993d67ecc,rufus wainwright,41
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,7f12b47b-c76b-441a-b113-36992107ee62,curtis salgado,35
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,36f169a6-5e4d-4df5-85a7-fa7effe49b85,lugo,33
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,1b483425-4f02-4599-a31c-9b5c132e0a7a,supreme beings of leisure,33
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,310a1ed0-8d77-415b-ad95-73227fb3e829,carmen cuesta,32
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,88eab4fe-e2ff-4782-8f7e-85dc63b2f6e1,carmen cuesta-loeb,32
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,99ea432a-e3d8-42cb-9d5e-db316a6a8458,nick drake,32
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,a2eb319d-a45e-43c3-bb14-d0ffb577222c,raphael saadiq,32
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,f27ec8db-af05-4f36-916e-3d57f91ecf5e,michael jackson,31
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,22474393-579b-414c-aa24-d74598f193f7,c.c. adcock,30
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,f053ae01-dae6-4aae-9883-e8c279fdbef4,seal,30
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,9a98b275-72cf-4803-a4bb-631d80f72ddc,vargas blues band,30
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,9ebffe22-c6e0-49bc-a6c2-f79a97bc38b3,koko taylor,29
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,e670db87-f910-4286-bfc6-d7ddd0b0bfbd,peter cincotti,29
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,0f0da09c-3940-4cb5-879f-4cea28907810,bonnie raitt,28
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,4279aba0-1bde-40a9-8fb2-c63d165dc554,delerium,28
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,4ef7a9e2-2cf5-483a-8616-ef7791a98026,bryan ferry,27
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,59bb7f64-6be8-4b36-9dfd-eb3358057fdf,fauxliage,27
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb,joe cocker,27
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,611700cf-27f0-4dc9-ae80-c513a767853e,michael bublé,27
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,40476880-65b5-4bf3-a8f7-16f168e5815c,ottmar liebert,27
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,c1ccc784-9f18-4369-96b1-38106419b5ad,tina arena,27
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,dcebc476-b53c-42ee-9251-f946a4c3cea2,bitter:sweet,26
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,68fb131b-858d-4b7f-93b8-5b1924908421,incognito,26
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,db62fc2b-99c2-418a-a1f4-111b11f0ec41,janiva magness,26
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,b1fb6a18-1626-4011-80fb-eaf83dfebcb6,jill scott,25
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,812a9440-b8f0-4445-b6c3-0e3da0cbbe41,hadise,24
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,08160a8d-d768-4664-9afa-5720196d16e9,holly cole,24
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,c02ca344-39b4-44a9-b6bd-d1dbe0821804,joanna connor,24
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,cacbe57b-02d0-4d21-be86-c8a3a5ea6e1e,michael mcdonald,24
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,6371fda7-30b9-4d47-92d4-315843fe0227,gaelle,23
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,d48ab7ae-fcba-44d1-844a-c2c598b47829,lara & reyes,23
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,12d432a3-feb0-49b1-a107-d20751880764,yann tiersen,23
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,ceafdf2f-bc18-4b99-8c71-d1834b0065c3,cesária Évora,22
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,b44eab39-900f-446f-af67-0512a88e54ec,chambao,22
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,e78202c9-7717-435c-9aac-dd5ebc4e64d5,john hiatt,22
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,29a6f210-8c16-404a-9c0f-c26e26ecb29c,jools holland,22
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,15a6f792-8fb4-425b-82c9-dfac4fa845b9,serena ryder,22
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,926059d2-20a6-4667-8a35-95622b460279,tristan prettyman,22
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,d6ae4b23-965f-485a-b2c2-66c43ffaef20,freddie king,21
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,eb0cd72f-0235-47ec-9d0b-f244a2afc3b7,geoffrey oryema,21
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,c5a05cda-2f00-4566-9e1d-7b366fcdbfff,oi va voi,21
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,ed241876-0c9e-4af9-b8d6-2dc41d3e438f,shemekia copeland,21
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,0fb05811-89b1-4dfd-8ac4-42bedd2bfd8e,toby lightman,21
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,ccc7485d-52b8-4d11-820e-5fabe43ccf20,amethystium,20
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,a5d412b5-d7ca-48e6-8183-24586fa87382,beth rowley,20
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,c617335d-9183-42e1-88a2-3fdbc42bc7a6,deborah coleman,20
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,55f22ebd-bc14-4539-a003-1842fdaa21b3,james taylor,20
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,4cd556a5-db82-43f6-8d55-99598b42da8f,kenny g,20
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,24ea074c-59cc-41c5-a5de-f68c2952965f,paolo nutini,20
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,331ce348-1b08-40b9-8ed7-0763b92bd003,roxy music,20
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,01e75bf4-d967-4036-877e-c6a817e4325f,cristina branco,19
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,321531fc-db73-4ffa-a959-61a61a2908c1,erykah badu,19
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,4d39e78e-1880-4eaa-9b7c-d8f02ee6aaa9,gabriela anders,19
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,650e7db6-b795-4eb5-a702-5ea2fc46c848,lady gaga,19
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,a3934f47-c4cc-4e73-8b37-ce41775797d4,lisa shaw,19
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,b071f9fa-14b0-4217-8e97-eb41da73f598,the rolling stones,19
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,881c5d0b-149d-4b31-b96e-855780577fd1,3rd force,18
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,00ce2ec6-5ccb-4dc3-ac89-08779926d2b3,david sanborn,18
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,989d5fb7-b71e-4573-8cec-6bfacc9b131e,debbie davies,18
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,,kevin laliberté,18
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,2fddb92d-24b2-46a5-bf28-3aed46f4684c,kylie minogue,18
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,4f9d560b-f378-4bdb-9676-8b7aa7744821,sounds of blackness,18
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,9968756b-d504-4c90-a184-776ba1dd32ea,sugar ray,18
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,24d2505b-388c-46cc-8a64-48223ea6d78d,take that,18
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,57c6f649-6cde-48a7-8114-2a200247601a,tom jones,18
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,1a60d6dd-9d3e-40fc-a66d-3184f9ee0d61,eddie vedder,17
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,e21f19cb-0e60-4f64-b14c-cdf0f03d4a9e,laurent voulzy,17
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,f4eb8346-052d-4a5c-8393-cba3aeadb4d9,steve hackett,17
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,04b61dcd-28c9-4a3a-89af-4c290535845b,the saturdays,17
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,bc85da58-52d9-457d-ae8d-5d8d4ec870a9,aaliyah,16
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,2f0baf2a-bfa7-4116-8c75-8240aed74553,afro celt sound system,16
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,7699f64f-9a90-4291-902e-afeeed3e138f,sue foley,16
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,46193c80-959a-499d-b42f-f33ba7b9b18e,vanessa paradis,16
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,1377b006-bf87-47f8-a077-265395d3d04f,van hunt,16
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,6df45204-f43d-46b5-90f9-b908534e8ed4,vicente amigo,16
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,6e87f3be-7b56-46cf-9b1b-e2e5a23d98fa,dublex inc.,15
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,699e687d-9e77-4fd0-9b7a-54d2aaadf05b,jody watley,15
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8,quadro nuevo,15
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,bd3deba0-d5f7-4c67-b840-36ce967b035b,sophie milman,15
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,3452aaaa-a5a0-46f1-9af7-6404ead80a1e,sophie solomon,15
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,95e1ead9-4d31-4808-a7ac-32c3614c116b,the killers,15
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,78de0cb4-245a-4679-9d09-d4f277c58e0e,acoustic alchemy,14
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,5598b8ca-6d69-49fc-9a9b-fd7aae42e58a,chris duarte group,14
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,915f84de-eac2-4e78-99ad-9ab6e2c50af6,mongo santamaría,14
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,9bf79f68-c064-44a1-8c2c-5764f1d7c016,richard cheese,14
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,b4d09566-bf7f-45b9-94d3-f28b2427e135,san telmo lounge,14
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,2b78b6fc-6c31-4786-9cc4-4c3897e1842c,vivian green,14
0da7fb14b3816c60328bc34c4d3f17b1a58d0727,8f389bf5-a950-4a2f-a962-daf08151ee33,waldeck,14
08a6ce5b8c9c38368a98081a632563086481e65c,9e53f84d-ef44-4c16-9677-5fd4d78cbd7d,wilco,645
08a6ce5b8c9c38368a98081a632563086481e65c,e9aed5e5-ed35-4244-872e-194862290295,dr. dog,494
08a6ce5b8c9c38368a98081a632563086481e65c,36bfa85f-737b-41db-a8fc-b8825850ffc3,pavement,468
08a6ce5b8c9c38368a98081a632563086481e65c,6fd077ad-3430-4940-a584-9dabf66698c1,the soundtrack of our lives,468
08a6ce5b8c9c38368a98081a632563086481e65c,0202af38-ac32-48d0-a546-87caaef2dee2,old crow medicine show,450
08a6ce5b8c9c38368a98081a632563086481e65c,02ceff75-7363-493e-a78d-912dc86c7460,the black crowes,449
08a6ce5b8c9c38368a98081a632563086481e65c,24ed5b09-02b1-47fe-bd83-6fa5270039b0,the jayhawks,427
08a6ce5b8c9c38368a98081a632563086481e65c,5ccfbbf2-62da-4e38-b1ba-b4f798ada177,scott h. biram,396
08a6ce5b8c9c38368a98081a632563086481e65c,692bcdfa-c1ce-4556-8506-2bf8d259eccd,bobby bare jr.,339
08a6ce5b8c9c38368a98081a632563086481e65c,197450cd-0124-4164-b723-3c22dd16494d,frank sinatra,339
08a6ce5b8c9c38368a98081a632563086481e65c,f93dbc64-6f08-4033-bcc7-8a0bb4689849,tom petty and the heartbreakers,336
08a6ce5b8c9c38368a98081a632563086481e65c,8c7a8406-f15a-408d-b0f6-23be813bdddc,faces,332
08a6ce5b8c9c38368a98081a632563086481e65c,5385c403-1c49-4f2f-9b98-7085b5c84371,ryan adams & the cardinals,322
08a6ce5b8c9c38368a98081a632563086481e65c,9d1ebcfe-4c15-4d18-95d3-d919898638a1,lou reed,310
08a6ce5b8c9c38368a98081a632563086481e65c,82b1f5fd-cd31-41a9-b5d4-7e33f0eb9751,otis redding,298
08a6ce5b8c9c38368a98081a632563086481e65c,bf103bec-70e3-45a5-9d1b-97715db04a96,alejandro escovedo,294
08a6ce5b8c9c38368a98081a632563086481e65c,c80f38a6-9980-485d-997c-5c1a9cbd0d64,ryan adams,283
08a6ce5b8c9c38368a98081a632563086481e65c,ff9deaae-da4f-42b7-a19e-36fedd3fc706,ben kweller,281
08a6ce5b8c9c38368a98081a632563086481e65c,c826bda4-4f4f-4746-81ba-5f66ac9c95e5,flamin groovies,281
08a6ce5b8c9c38368a98081a632563086481e65c,8c90ad8c-9150-4c51-a1eb-342232e99d06,the band,277
08a6ce5b8c9c38368a98081a632563086481e65c,2819834e-4e08-47b0-a2c4-b7672318e8f0,the byrds,275
08a6ce5b8c9c38368a98081a632563086481e65c,de11b037-d880-40e0-8901-0397c768c457,eagles of death metal,273
08a6ce5b8c9c38368a98081a632563086481e65c,21d177ba-3d51-461e-9b3f-ad9a80b419dc,big star,244
08a6ce5b8c9c38368a98081a632563086481e65c,0110e63e-0a9b-4818-af8e-41e180c20b9a,devendra banhart,240
08a6ce5b8c9c38368a98081a632563086481e65c,570d5c36-dbb7-4f21-94f4-8331a998ffae,bob dylan and the band,238
08a6ce5b8c9c38368a98081a632563086481e65c,c754774d-d3ea-4216-9486-368c04b1bbe7,the bellrays,228
08a6ce5b8c9c38368a98081a632563086481e65c,01809552-4f87-45b0-afff-2c6f0730a3be,elvis presley,222
08a6ce5b8c9c38368a98081a632563086481e65c,8f92558c-2baa-4758-8c38-615519e9deda,the clash,220
08a6ce5b8c9c38368a98081a632563086481e65c,aff9bedf-319d-49a4-ad0d-caa7b2a8d81f,baby woodrose,217
08a6ce5b8c9c38368a98081a632563086481e65c,c842d29f-a297-48cd-bb71-4f77fd672b16,t. rex,210
08a6ce5b8c9c38368a98081a632563086481e65c,d67d1a21-6e45-4dd6-aef0-0191ba3796e0,townes van zandt,208
08a6ce5b8c9c38368a98081a632563086481e65c,62fa3eb2-1b73-4029-ba35-16ab66d29d02,north mississippi allstars,198
08a6ce5b8c9c38368a98081a632563086481e65c,9bf79f68-c064-44a1-8c2c-5764f1d7c016,richard cheese,194
08a6ce5b8c9c38368a98081a632563086481e65c,e90d9bba-c386-478e-ae84-c54fb07a34df,13th floor elevators,193
08a6ce5b8c9c38368a98081a632563086481e65c,e3434cc7-d348-491a-9dc8-325af3d9086d,jane's addiction,192
08a6ce5b8c9c38368a98081a632563086481e65c,d15721d8-56b4-453d-b506-fc915b14cba2,the black keys,190
08a6ce5b8c9c38368a98081a632563086481e65c,16346cf4-4d2b-40ec-8393-0fc7296d92fe,the sonics,188
08a6ce5b8c9c38368a98081a632563086481e65c,5441c29d-3602-4898-b1a1-b77fa23b8e50,david bowie,186
08a6ce5b8c9c38368a98081a632563086481e65c,eb682c43-da99-4274-a6b0-2aa8bf4aa539,99th floor elevators,180
08a6ce5b8c9c38368a98081a632563086481e65c,7f6c83a6-f048-4895-99a1-94caf32a47ef,paul revere and the raiders,178
08a6ce5b8c9c38368a98081a632563086481e65c,a9126556-f555-4920-9617-6e013f8228a7,mark lanegan,177
08a6ce5b8c9c38368a98081a632563086481e65c,d1ab8ca8-fb9f-4e78-a422-3cd5406dc0b1,the jon spencer blues explosion,177
08a6ce5b8c9c38368a98081a632563086481e65c,6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6,grateful dead,176
08a6ce5b8c9c38368a98081a632563086481e65c,3b14b1a7-2235-4fcf-a718-383beb79e856,johnny thunders,172
08a6ce5b8c9c38368a98081a632563086481e65c,18662acd-0f22-4608-b3eb-60f12b0766c4,tito & tarantula,169
08a6ce5b8c9c38368a98081a632563086481e65c,611db85b-f31e-4af7-8f16-95282d7b25da,the fuzztones,168
08a6ce5b8c9c38368a98081a632563086481e65c,8e84ca3e-eb8c-48b6-bcb1-dc4090e3333c,redd kross,167
08a6ce5b8c9c38368a98081a632563086481e65c,0ea2e74e-17f1-48b5-8e2e-c83987398ea7,peawees,163
08a6ce5b8c9c38368a98081a632563086481e65c,e1e05cce-3922-44e1-8f20-015abe5e309d,social distortion,162
08a6ce5b8c9c38368a98081a632563086481e65c,5dd8416f-3505-49ac-afa5-22aa1914a165,buenas noches rose,160
08a6ce5b8c9c38368a98081a632563086481e65c,172e1f1a-504d-4488-b053-6344ba63e6d0,nick cave and the bad seeds,159
08a6ce5b8c9c38368a98081a632563086481e65c,9b106beb-12b5-4525-8025-42e295a2b90a,little feat,157
08a6ce5b8c9c38368a98081a632563086481e65c,ed8d9e99-53c3-4e3a-beea-2cea49e1431a,king khan & the shrines,153
08a6ce5b8c9c38368a98081a632563086481e65c,68f1175b-592b-4f28-ab1c-85c7a438c636,turbonegro,153
08a6ce5b8c9c38368a98081a632563086481e65c,ed7e8db7-749e-460b-bd28-eb1de46dccda,marah,149
08a6ce5b8c9c38368a98081a632563086481e65c,db0fc330-1fa1-43f8-a33f-33eaf6a97d78,jesse malin,144
08a6ce5b8c9c38368a98081a632563086481e65c,32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb,joe cocker,138
08a6ce5b8c9c38368a98081a632563086481e65c,8b422ce7-65b6-40b5-8c90-bf485ef1e279,mother superior,136
08a6ce5b8c9c38368a98081a632563086481e65c,6338a3a4-1676-4a99-b2fb-a3f0072f6b42,jay reatard,133
08a6ce5b8c9c38368a98081a632563086481e65c,974b1bfe-dc7a-419a-94f4-f387a193e273,golden smog,126
08a6ce5b8c9c38368a98081a632563086481e65c,084308bd-1654-436f-ba03-df6697104e19,green day,122
08a6ce5b8c9c38368a98081a632563086481e65c,6ffb8ea9-2370-44d8-b678-e9237bbd347b,kings of leon,122
08a6ce5b8c9c38368a98081a632563086481e65c,72c536dc-7137-4477-a521-567eeb840fa8,bob dylan,120
08a6ce5b8c9c38368a98081a632563086481e65c,32b90c92-9978-4a07-90eb-caa4b22f4907,black rebel motorcycle club,108
08a6ce5b8c9c38368a98081a632563086481e65c,bc5e6e42-73ba-44fa-a41e-3379402f0429,screaming trees,106
08a6ce5b8c9c38368a98081a632563086481e65c,efe3d002-46b7-4c66-a090-975b9cbb1947,loquillo y trogloditas,105
08a6ce5b8c9c38368a98081a632563086481e65c,,the magnificent brotherhood,105
08a6ce5b8c9c38368a98081a632563086481e65c,8a338e06-d182-46f2-bd16-30a09bc840ba,elvis costello,102
08a6ce5b8c9c38368a98081a632563086481e65c,d2101821-81ce-4137-bd14-7ed09ecf5531,alabama 3,101
08a6ce5b8c9c38368a98081a632563086481e65c,82166fb5-4e0a-4d19-9924-2d049a4edb77,le punk,88
08a6ce5b8c9c38368a98081a632563086481e65c,a6c97c30-4d97-4929-a557-1065fae53b4d,chingon,67
08a6ce5b8c9c38368a98081a632563086481e65c,77cceea7-91bb-4a4c-ae41-bc9c46c1ccb5,nouvelle vague,63
08a6ce5b8c9c38368a98081a632563086481e65c,5af23567-e014-4ce9-90ff-06b8d3e8b887,the bottle rockets,63
08a6ce5b8c9c38368a98081a632563086481e65c,4d7928cd-7ed2-4282-8c29-c0c9f966f1bd,alice cooper,60
08a6ce5b8c9c38368a98081a632563086481e65c,38c5cdab-5d6d-43d1-85b0-dac41bde186e,blind melon,55
08a6ce5b8c9c38368a98081a632563086481e65c,17b53d9f-5c63-4a09-a593-dde4608e0db9,the kinks,55
